kvk_nummer,bedrijfsnaam
11013308,"De Jong Zuurmond Infrabeheer, Onderhoud & Services B.V."
02326470,LUMARO Beheer B.V.
02333312,Reisswolf Scheemda B.V.
02328411,Virol B.V.
02332516,Virol Metaal B.V.
02331997,Container Transport Oldenburger B.V.
02075750,Lumaro Energy B.V.
02068606,Virol E-waste B.V.
02064194,Reisswolf Nederland B.V.
02331342,Waste Paper Trade C.V.
31040704,V.o.f. Autosloperij De Birkt
27218830,Van der Kooy Pijnacker B.V.
24143025,Boskalis Nederland B.V.
24313324,KS Recycling B.V.
18047412,Van Raak Metaal Recycling B.V.
08104915,Reukema Blocq & Maneschijn B.V.
08070516,Recycling Rouwmaat Groenlo B.V.
30157199,Aannemersbedrijf A. van Ooijen Woerden B.V.
30078187,Jacomij Metalen B.V.
02066296,SC Technology Nederland B.V.
09129265,SITA EcoService Nederland B.V.
05057813,N.V. ROVA Holding
20063942,Wubben Handelsmaatschappij B.V.
08017907,Oliehandel Koeweit B.V.
10033919,Olieinzameling Zuidoost-Nederland B.V.
37064045,Main B.V.
23052164,Stroom en Visser B.V.
24267294,Ships Waste Oil Collector B.V.
22051480,Martens Havenontvangstinstallatie Vlissingen B.V.
23049827,Jongen B.V.
22034632,Gabriëlse Transport V.o.f.
01065783,"C.W. Draaijer, h.o.n. C. Draaijer-Transportservice"
01083046,B.V. Fryslan Miljeu Bedrijfsservice
01083051,B.V. Fryslan Miljeu Noord-West
01083050,B.V. Fryslan Miljeu Zuid-Oost
14085603,Dirix Elsloo B.V.
04069549,"A.J. Kolk, h.o.n. A.J. Kolk Transport"
06016249,Transportbedrijf H. Oude Ophuis V.O.F.
02309820,V.O.F. Fa. J. de Wit en Zonen
22012860,Loonbedrijf Hoekman V.o.f.
10017269,"V.O.F. Tilleman, h.o.n. Aannemersbedrijf Tilleman Herveld"
28040168,Kooter Transport B.V.
02026643,S. Vogelzang en Zn. B.V.
16061377,Transportbedrijf G. Kluijtmans B.V.
14625902,Janssen Transport Verhuur
50616641,"Gemeente Oss, afdeling GBORA"
18024782,Fourage en Transportbedrijf Jo van de Ven V.o.f.
14613631,Transportbedrijf Wijsen Maastricht B.V.
18117736,J. en A. van den Noort Transport B.V.
12022640,A.V.G. Transport Heijen B.V.
09040071,Ecotrans B.V.
17029406,Primasta B.V.
08025836,Groot Zevert Loon- Grondverzetbedrijf B.V.
11017103,Expeditiebedrijf Fourage Ommeren B.V.
06091068,Auto Reinders B.V.
17166136,H.A. van Boxtel en Zonen B.V.
32067115,Hendrik van Loenen B.V.
16024762,H. Hofmans B.V.
18031710,Gebr. van Eijck Transport B.V.
02023498,"J. Schuit, h.o.n. Schuit Transport"
37111752,VSDV Container Transport B.V.
50678043,Verhuur en Handel Verkleij B.V.
10144340,Gelden Beton B.V.
01041868,Huhtamaki Paper Recycling B.V.
08066559,Van Werven Biomassa B.V.
30106072,Arends Autobandenhandel B.V.
24344196,A & M Recycling B.V.
13041740,"M.F.M. Klesman, h.o.n. Autodemontage Klesman"
09048689,Autorecycling De Timp V.o.f.
11044733,Spijkse Metaalhandel Van den Heuvel B.V.
06055052,Morein B.V.
30124504,Driessen Vreeland B.V.
12000019,Collin B.V.
11011805,"G.H. van Kranenburg, h.o.n. Groothandel Kranenburg"
32040096,voestalpine Railpro B.V.
02073144,JPB Groep B.V.
20096726,Kempenaars Recycling B.V.
04044368,"H. Zanting, h.o.n. Zanting Recycling Zuidwolde"
24347115,Van Vliet Aannemingsbedrijf B.V.
08032408,Uniechemie B.V.
04066988,Meilof B.V.
24094407,B.V. Vacuum-Reiniging (Vacuum Cleaning)
16084803,Smurfit Kappa Recycling B.V.
24269416,RW B.V.
10030282,Inzamelstation Nijmegen B.V.
34074739,P.C. van der Wiel B.V.
23014893,Internationaal Transport Gebr. Van der Lee B.V.
39023040,Oliehandel Hoekman B.V.
18123019,Clean Classificeerbedrijf B.V.
33159937,Renewi Icopower B.V.
33304528,Grondreinigingcombinatie V.o.f.
34099467,B.V. 'Baggerzorg'
34091615,N.V. Grondbankcombinatie
34101206,Afvalzorg Grondstromen B.V.
34077291,"Transport- en Aannemingsbedrijf J.B. Rutte B.V., h.o.n. Afvalzorg Grondstromen Limburg"
04045837,H.W. Spijkerman
17094737,Biemans Recycling B.V.
01078607,Tiltrans Zuid B.V.
14069957,V.O.F. Transportbedrijf I & B Herben
16028329,Van Lokven B.V.
02016914,"L. Bol, h.o.n. Bol Ten Boer"
01038394,Schaafsma Zand & Grind B.V.
17050193,"J.H.W. van der Palen, h.o.n. Van der Palen Logistics"
28099737,Heemskerk Slootweg V.o.f.
17028741,Van Kemenade Handels- en Transportbedrijf B.V.
34098938,De Meerlanden Holding N.V.
10016407,V.O.F. Van de Coolwijk
14056403,N.V. Reinigingsdiensten Rd4
04047152,Kolk en Zoon Kippertransport B.V.
29045341,AB Containers B.V.
23084485,H.L. Venus
29031090,H.J. Rijkenhuizen B.V.
20114167,"R.W.J. Faasen, h.o.n. Handelsonderneming R. Faasen"
21003727,Sagro Zeeuws Vlaanderen B.V.
21019244,Grondstoffenbank Zeeland B.V.
21015791,Innovarec Holding B.V.
21019243,Innovarec B.V.
22021012,Sagro Aannemingsmaatschappij Zeeland B.V.
22039683,Combinatie Slib Innovatie B.V.
20108761,Van der Ven Autorecycling B.V.
34044155,Cementbouw Mineralen B.V.
33056888,Strukton Civiel Noord & Oost B.V.
02005711,Koninklijke Sjouke Dijkstra B.V.
30042089,Autodemontagebedrijf Kempenaar B.V.
18078786,Prorest Handelsmaatschappij B.V.
24192431,Renes Recycling B.V.
08088800,RaWietrans V.o.f.
23025178,V.o.f. Firma P. de Jong & Zonen
38018999,Willie Marsch B.V.
20164929,Gemeente Terneuzen
16051646,Van den Bosch Transporten B.V.
10027515,Aannemings- Sloop- en Containerverhuurbedrijf De Ruiter B.V.
18045739,"Veracom B.V., h.o.n. ARVO-tech"
24163546,Jansen Recycling Group B.V.
34096254,Recycle Benelux B.V.
08033061,"G.F. Rooze, h.o.n. Rooze Rometa"
23065275,A. Aantjes
20042816,J. Huygens
01050561,Jansma Drachten B.V.
39057343,Stichting Leger des Heils Dienstverlening
14057111,Ecomineraal B.V.
27241726,Groundwater Technology B.V.
01079264,"V.o.f. Jansen Transport, h.o.n. C. Jansen Transport"
14053792,Agrar Transport B.V.
18067546,"M. Nieuwkoop, h.o.n. Mark Nieuwkoop Transport"
04059185,V.o.f. Bofo Trans
01097423,Koen de Jong Transportbedrijf & Kraanverhuur
01096384,Menno de Vries Internationaal Transport
27146815,J.M. van Nierop Transport B.V.
04060254,Transportbedrijf Hoiting B.V.
20041298,Loonbedrijf Gebr. van Ginneken B.V.
27149068,"R.M. Lindeman, h.o.n. Rene Lindeman Transportonderneming"
18036824,Fourage-Weihandel Toontje Hendriks B.V.
09094690,Putman Afvalinzameling en Logistiek B.V.
14066555,Transportbedrijf Sjef Rompen V.O.F.
16043178,"W.H.J.M. Ruijs, h.o.n. Wim Ruijs"
10018668,"V.o.f. H. Heijting Angeren, h.o.n. H. Heijting Angeren Transport"
37038992,Van den Heerik's Internationaal Transportbedrijf B.V.
20009651,V.o.f. Fa. Oerlemans & Zn.
13035080,W.J.M. Mans
17085055,Vendrig Transport B.V.
24107278,"N. van den Dool, h.o.n. Goederenvervoer Van den Dool"
11031572,Kurstjens B.V.
30089188,Pijper Handel B.V.
30201262,Pijper Transport Woerden B.V.
27273322,Kees in 't Veen Tanktransporten B.V.
17037452,Internationaal Transportbedrijf Guitjens B.V.
18052188,Broeders Fouragehandel en Loonbedrijf V.O.F.
16075419,Siba Autobanden B.V.
16087982,Van der Velden Rioleringsbeheer Almelo B.V.
16087979,Van der Velden Rioleringsbeheer Amsterdam B.V.
09084931,Van der Velden Rioleringsbeheer Arnhem B.V.
11010997,Van der Velden Rioleringsbeheer Buren B.V.
17048235,Van der Velden Rioleringsbeheer Eindhoven B.V.
16087980,Van der Velden Rioleringsbeheer Groningen B.V.
14042251,Van der Velden Rioleringsbeheer Heerlen B.V.
16045771,Van der Velden Rioleringsbeheer 's-Bosch. BV
10024425,Van der Velden Rioleringsbeheer Nijmegen B.V.
16087981,Van der Velden Rioleringsbeheer Rotterdam B.V.
18017699,Van der Velden Rioleringsbeheer Tilburg B.V.
30072587,Van der Velden Rioleringsbeheer Utrecht B.V.
09053585,Putman Recycling B.V.
41079050,Stichting Heyoka
14623683,Depondt Fiberworld B.V.
18127365,Make Holding B.V.
27090474,Goedegebuure Recycling V.o.f.
17076718,Europe Metals B.V.
12034168,N & P Recycling B.V.
11026891,Aannemersbedrijf C. Duijts B.V.
34124542,Meergrond be- en verwerking van baggerspecie V.o.f.
37069589,Milieupark Oost V.O.F. 
24192146,Henk Kerkhof Veevoer en Vethandel B.V.
11044023,"Milgro B.V., h.o.n. Milgro Afvalpreventie & Grondstoffenbeheer"
37044779,Zandexploitatie Maatschappij De Vries en Van de Wiel B.V.
20089070,Recoll B.V.
17044194,Remat Chemie B.V.
24054090,Rederij de Jong B.V.
17098659,B.V. v/h Fa. H. De Vries
31033909,Renewi Smink B.V.
23050345,"J. van Persie, h.o.n. J. van Persie Jr."
23063708,Karkassen Centrale Holland B.V.
13033558,Bredox B.V.
24332531,"R. Kooistra, h.o.n. Roko Trading"
14631616,Metals Chemicals Maastricht B.V.
04057125,E. Bos
36002796,N.F. Nannings
24186893,Shanks Nederland B.V.
10022256,Inter-CHE-M. B.V.
23075589,Peute Papierrecycling B.V.
08823836,"B.V. Winterswijksche Steen- en Kalkgroeve, h.o.n. Ankerpoort Winterswijk"
14626792,"Ankerpoort N.V., h.o.n. Ankerpoort Maastricht"
04059960,Oosting Metalen-Recycling B.V.
14060422,Alume B.V.
23075442,M.H.P. Recycling B.V.
28034055,'Mavom' B.V.
37095355,Grondbalans B.V.
33182961,Springers Recycling B.V.
09074050,Mineralz B.V.
23079522,Wilchem B.V.
30079481,W. van der Panne Handel & Transport V.o.f.
27371717,Gemeente Westland
09045721,"P.C.A. Wagtho, h.o.n. Int. Transportbedrijf Piet Wagtho"
06040783,Duotrans B.V.
18046974,"Brabants Afval Team Bedrijven N.V., h.o.n. BAT Bedrijven"
33107346,Wiggelaar Verhuizingen sedert 1883 B.V.
09038664,Bouwman Doorwerth B.V.
04035156,Transportbedrijf Louis Wittendorp Klazienaveen B.V.
09065046,Van Deuveren Transport B.V.
14058750,Frits Nollgen Transportbedrijf B.V.
14060142,T & N Transport B.V.
20021208,V.o.f. Firma Van Aert
24219531,Den Hartogh Liquid Logistics B.V.
16054619,Van Berkel Landschap & Infra B.V.
36052476,Vlaar Transport B.V.
16086031,Koenen Transport Veghel B.V.
18016238,Gebr. Van Kessel Speciale Technieken en Producten B.V.
11012113,IJzerman B.V.
11016659,Gebr. Van Kessel Wegenbouw B.V.
24288073,Van Kessel Sport en Cultuurtechniek B.V.
11016658,Gebr. Van Kessel B.V.
24239213,Rodenburg Grondstoffen B.V.
59603925,Gemeente De Fryske Marren
12010478,"Transport-, Handelsbedrijf Hofmans B.V."
17062180,Dikker Transport B.V.
16054446,Van Esch Loon- en Grondverzetbedrijf B.V.
30093631,Bontrans Transport en Opslag B.V.
08079896,CiRec B.V.  
67475167,Walstra
20080758,W.O.-Trans V.O.F.
18024064,Loonbedrijf van der Zanden Moergestel B.V.
17099817,Van Spreuwel Transport B.V.
16023622,"M.E.J. de Vos, h.o.n. De Vos Groeningen"
51488744,"Gemeente Maastricht, Sector Stadsbeheer"
09049129,Berkhof B.V.
30099670,De Hoop Wegtransport B.V.
37102973,V.o.f. Tas Transport
28078083,Transportbedrijf Dolf Heemskerk V.o.f.
09109330,Dar Milieu B.V.
09035986,Dusseldorp ISM Transport B.V.
09138922,REMONDIS Dusseldorp Rioolservice B.V.
21013840,S.Z.V. Schrootverwerking Zeeuws-Vlaanderen B.V.
27103144,Autosloperij W.G. Jansen B.V.
04040940,Emmer Schroot- en Metaalhandel B.V.
18070877,De Wijs-van Loon B.V.
18047305,"M.F.A. van der Donk, h.o.n. GM-Aluminium"
02023975,K. Pol
30110192,SUEZ RR IWS Remediation B.V.
32103307,"F.R. Mennes, h.o.n. M-Bak Containers"
22042940,Zeeuwgrond B.V.
34067837,Borst Metaalrecycling B.V.
30059005,Van Bentum Recycling Centrale B.V.
24169620,Verwerking Bedrijfsafvalstoffen Maasvlakte (V.B.M.) C.V.
21010976,H4A Infratechniek B.V.
21009377,H4A Groen B.V.
24278566,"A. Rijsdijk, h.o.n. Metaalhandel & Sloperij B. Rijsdijk"
04059160,Hoogeveense Metaal Recycling B.V.
16068367,Reisswolf Heesch B.V.
09082512,Herco B.V.
04030652,V.o.f. Schroot-Metaal-Machinehandel Holties
23083673,"A.J. Schutter, h.o.n. A.J. Schutter GWW/Milieu"
24269483,Linde Gas Benelux B.V.
32071774,Waste To Energy B.V.
17170193,Van de Weijer B.V.
11030468,Multi Continental Recycling B.V.
16067309,Milieu Service Brabant B.V.
27219733,Olsthoorn B.V.
23089599,Euro-Scrap Alliance B.V.
17147995,Willems Recycling Holding B.V.
13022530,J. Verhoeven V.o.f.
08023121,Gerbuvet Holding B.V.
08023118,Handelsonderneming Technivet Ermelo B.V.
51392380,Gemeente Brielle
22050765,Groenleer Metaalrecycling B.V.
11031814,Randex B.V.
11021754,Metalak B.V.
13034389,Jan Verhoeven V.o.f.
17105423,Gebrs. Van Vijfeijken B.V.
09075620,Hugen Brandbeveiliging en Adviesbureau B.V.
04071154,"W. Oosting, h.o.n. Oosting IJzer en Metaalhandel"
17054875,"F. van Esch, h.o.n. Metaalhandel van Esch"
27144750,Regionaal Sorteercentrum West B.V.
12040125,Statice Helden B.V.
14041720,Gebrs. Janssen Recycling B.V.
33152069,Scherpenzeel Amsterdam B.V
17035399,Metabel B.V.
14632588,Binnenlloyd Maastricht B.V.
01085126,Friesland Schroot B.V.
02063240,Afvalstoffenbedrijf H. Drenth B.V.
32084628,Florijn Aannemingsbedrijf B.V.
29044034,"C.H. Verweij, h.o.n. Cor Verweij Transport"
20018641,"J.H. Maatjens, h.o.n. J.H. Maatjens Transport"
20087519,"Transport Zuid Nederland V.o.f., h.o.n. TZN"
04042867,Sipma Transporten B.V.
10027109,Daanen Altforst B.V.
28026712,B.V. Hillegomse Transport Onderneming
12027239,Van der Sterren Transport- en Containerverhuurbedrijf B.V.
08070564,G. van Ee Transport Epe V.o.f.
11045110,T.d.B. Bevrachtingen B.V.
14049174,Keulers V.o.f.
14068339,Maastricht's Banden Centrum B.V.
27096031,Initial B.V.
01050101,Ecoson B.V.
28045702,"B. de Gunst, h.o.n. Transportbedrijf Bas de Gunst"
30097382,Afvalverwerking Stainkoeln B.V.
01083730,BVNN/Boskalis Dolman V.o.f.
01073317,Baggerspecieverwerking Noord-Nederland V.o.f.
01085210,Top Leeuwarden V.o.f.
17066640,Rendac Son B.V.
30132624,Vagroen B.V.
34059834,Nijssen Recycling B.V.
34065391,Brantjes Data Vernietiging B.V.
17059633,Van Noort Recycling B.V.
17046707,Van Hout Kabelrecycling B.V.
17041614,Osbo/KSM B.V.
17080181,Interrec B.V.
01033324,Loon- en Grondverzetbedrijf van der Galien B.V.
28083312,Recyfood MVA B.V.
28081662,Melkverwerkingbedrijf P.F. Kamstra B.V.
17153297,Milieu Service Oss B.V.
30111920,W. Geven Recycling B.V.
37061199,"J.W. Schoehuijs, h.o.n. De Zwarte Band"
30157138,Van den Hadelkamp Oudewater B.V.
05040131,Van der Weerd Grafhorst B.V.
23072152,Internationale Handelsmaatschappij 'Demeter' B.V.
20085084,Verstegen B.V.
08062371,Recydur B.V.
30177833,Renewi Overheidsdiensten B.V.
27165191,B.V. Transport- en Handelsbedrijf J. van der Graaf
01084663,Luimstra Transportbedrijf B.V.
04044580,SITA Recycling Services Noord B.V.
24336713,SITA Recycling Services West B.V.
09046820,SITA Recycling Services Zuid B.V.
27188077,SITA Transport B.V.
24232055,Transport Sanering Milieu (TSM) B.V.
01061732,SITA Papier en Kunststof Recycling B.V.
17073024,Mirec B.V.
20051183,SITA ReEnergy Roosendaal B.V.
06076618,SITA EcoService Treatment B.V.
09082732,ARA Holding N.V.
09129109,SITA Recycling Services B.V.
24261900,SUEZ Nederland Holding B.V.
29025639,Geodis BM Netherlands B.V.
01053260,De Vlas Transport B.V.
28079109,J. van Rijn Oud IJzer en Metaalhandel B.V.
04039908,"J. Dijks, h.o.n. Metaalhandel Dijks"
04059157,F. Wolters
01079503,Wegen Bouw Recycling B.V.
39050194,Soepenberg Fertilizers B.V.
04052049,"H. Oosting, h.o.n. Herman Oosting Metaalhandel"
04056319,"H. van der Weide, h.o.n. IJzer- & Metaalhandel Van der Weide"
73688827,G.M. Metals
04035737,E. Steenhuis
04055321,H. Wolters
71336508,Kabelrecycling Emmen V.O.F.
70480494,Augustijn Transport
01064405,B. Sandstra Handel Transport en Opslag V.o.f.
01064102,Boonstra's Internationaal Transportbedrijf B.V.
02014489,V.O.F. Van der Molen en Zoon
27265358,"J.H. van der Graaf, h.o.n. JayTrans"
11058574,"J. de Bruin, h.o.n. Jan de Bruin Transport"
08020801,Baks Borculo B.V.
08053755,"A.T.J. Heitkönig, h.o.n. A. Heitkönig Transportbedrijf, Zand- en Grindhandel"
09058973,Gert Vlastuin Transport B.V.
20044216,C. Groenendijk & Zn. B.V.
11043002,Kok Lexmond B.V.
04027044,Henk Bousema B.V.
27376002,Gemeente Zoetermeer
29042016,"K.A. van Wingaarden, h.o.n. K.A. van Wingaarden Transportbedrijf"
35014390,"A. Lust, h.o.n. A. Lust en Zoon"
29006358,Internationaal Transportbedrijf Overbeek B.V.
24099205,Hoyer Nederland B.V.
01024454,Firma P. Vlasman en Zonen
30184068,H.K. Transport B.V.
12001280,V.o.f. J. Ewals-Croonen
32034629,G. van Dijk Machinaal Grondverzet en Containerverhuur B.V.
16053764,Gubbels Recycling en Transport B.V.
02065659,"Jan de Boer, h.o.n. De Boer Bedrijfsdemontage"
16051081,Nooijen Groep B.V.
20110919,Overslagbedrijf Moerdijk B.V.
39055010,Daly Plastics B.V.
02053742,"D.P. Rensema, h.o.n. Loonbedrijf Rensema"
11050933,Kok Gorinchem B.V.
22051486,Transport Schepen en Reininging TSR B.V.
09047833,Van de Kraats en Bouw B.V.
23060587,Milieu-Service Hoeksche Waard B.V.
02315112,B.V. Lompen- en Metaalhandel voorheen Firma N.Polak
12038870,Janssen IJzer- en Metaalrecycling B.V.
02324645,H. Jager
16053763,Gubbels Infra en Milieu B.V.
16079756,Grond en Reststoffenbank Zuid-Nederland B.V.
29014331,Gebr. Kruitbosch B.V.
30072159,UBO Banden B.V.
30056768,Lintire B.V.
30041379,Kargro Banden B.V.
08086771,"J.C. van den Berg, h.o.n. Van den Berg Vetrecycling"
24229250,"C.J. de Vos, h.o.n. De Vos Recycling"
08065528,DS Smith Recycling Benelux B.V.
13023497,Ruband B.V.
16086908,Vetrecycling J.Vogels B.V.
02324322,Steenhuis Recycling B.V.
13033928,"G.C. Timmermans, h.o.n. Ad Timmermans Transport"
08074532,"W. Ax, h.o.n. Willem Ax Transport"
34081333,Schavemaker Transport Zuid B.V.
12022547,Ewals Steijl B.V.
28084599,Loonbedrijf J.M. van Vliet B.V.
50320408,Gemeente Weert
16085715,Den Ouden Materieel B.V.
17152029,W. Daas B.V.
23086761,Jan Kees Boer Transport B.V.
12047235,V.o.f. Vullers Transport Helden
24311873,De Groot Metals B.V.
31018578,Ben Becker Internationaal Transportbedrijf B.V.
01064992,Hoekstra Idskenhuizen B.V.
20046836,Martens en van Oord Transport B.V.
17049735,Internationaal Transportbedrijf Van der Heijden B.V.
27123148,Gerrit Methorst Sloopwerken en Nat./Int. Containertransporten B.V.
18130954,H. Groeneveld Fourage B.V.
08077560,"J. Berkhof, h.o.n. Berkhof Transport"
08067865,Reukema Papier Harderwijk B.V.
18045789,Maresia Tilburg B.V. h.o.n. Maresia Parts
02324777,Blijham Papier B.V.
39050096,Handelsonderneming Z. ter Hove B.V.
51945959,Mts Elderink
02040618,Mulder-Loonbedrijf V.O.F.
06066057,Autobedrijf Broekhuis B.V.
30125528,Metaalhandel Laagraven B.V.
37045643,Containertransport Tatenhove B.V.
28031965,"P.H.M. Stokman, h.o.n. Transportbedrijf P.H.M. Stokman"
30085397,J. Veldhuizen B.V.
14080989,Rohs Logistics
38014853,Raamsman Transport B.V.
02062685,"M. de Haan, h.o.n. Michel de Haan Transport"
02035990,"V.O.F. Collewijn & Zn, h.o.n. Bergings Centrale Noord B.C.N."
24232059,L. van Tiel Transport B.V.
37057428,Bukom Service B.V.
30124318,Jan Snel B.V.
24055130,"E.A. Breedveld, h.o.n. Breedveld Garage en Transport"
01072955,R. Visser
11013378,Transportbedrijf E. Boudewijn en Zn. B.V.
23058267,"D. Verheij, h.o.n. D.Verheij Oud Metaal"
01066175,Stienstra Banden Handel V.o.f.
09105047,Gebr. Klein Gunnewiek Handelsonderneming B.V.
16072561,J.H. Laarakkers B.V.
29041474,Heuvelman Binnenvaart
39046338,Eerste Lelystadse Schroothandel B.V.
30160695,Oskam Recycling B.V.
30114917,Prometaal B.V.
12041114,Autodemontage Timmermans B.V.
28043227,Van Leeuwen Papier- en Metaalhandel B.V
21016414,De Vries-Lammerts
24298891,"Gemeentewerken Rotterdam, Grond- en Reststoffenbank"
72197994,Autodemontagebedrijf Lettinga
01056395,Aqua Cleaning Service B.V.
06062621,Nijhoff Grindmaatschappij B.V.
11061096,Bercon B.V.
18121392,V.o.f. Firma gebrs. van Dongen
08067879,Loonbedrijf G.J. Panhuis V.o.f.
16069480,V.o.f. Firma W.P. van Haandel en Zonen
36034578,Strukton Civiel West Transport B.V.
24283604,Transportbedrijf G. van der Heijden & Zonen B.V.
30052545,"B.V. Gebrs. Schouten Polsbroek, Expeditie, Transporten, Verhuizingen en Autobevrachting"
18111166,Van der Stelt Internationaal Transport B.V.
23067262,V.o.f. B. IJsselstein Transport
17106821,A. Brugmans Best V.o.f.
11047167,M. de Vos Int. Transport en Containervervoer
24318611,J. van Stigt Thans
24483298,Gemeente Rotterdam
12044497,"H.J. Bremmers, h.o.n. Bremmers Transport"
34367942,Gemeente Zaanstad
37012018,V.o.f. Fa. K. van Wieren en Zoon
09089906,H. Verhoef B.V.
04068915,Van der Sluis Handel en Transport B.V.
13015650,Kleinstra en Zonen V.o.f.
28063615,Van Schip Alphen B.V.
02328146,Recyclar De Boer B.V.
02037904,ALBA Metaal Recycling Nederland B.V.
22051692,Zeeuwse Reinigingsdienst B.V.
30146536,GBN Groep B.V.
24326426,Rijnmond Milieu B.V.
11020053,Afvalstoffenhandel L.H. van Bruchem B.V.
11056718,"J. Dijs, h.o.n. Handelsonderneming J. Dijs"
12040993,"A.C.J. Haex, h.o.n. 't IJzerboerke"
22007142,Autosloopbedrijf H.C. Stouten B.V.
30139922,V.o.f. De Bruin Recycling
24265250,Van der Most Transport B.V.
18051434,V.o.f. C.M. Kant Transport
09151606,Krabbenborg Transport B.V.
18052534,Verhoeven B.V.
08089592,Maas Markelo B.V.
11020083,Transportbedrijf Mol B.V.
24297989,"G. Wijksma, h.o.n. Wijksma Transport"
30189519,Van Oudenallen's Fourages B.V.
20061856,Gebrs. Verkooijen Distributie B.V.
16022540,Van Leuken B.V.
12042772,Opbroek Recycling B.V.
20109718,Hout-snipper B.V.
01036342,V.o.f. Slootstra
33183696,Th.M. Bennik
08090697,Twence Holding  B.V.
04058758,D.T.C. Surhuisterveen B.V.
